character_name,intelligence,strength,speed,durability,energy_projection,fighting_skills
Doppelganger (Spider-Man) (Earth-616),1.0314191398645303,4.953792108737883,3.016980244954986,4.119408083229025,2.605676490664727,2.13139695156234
Draconus (Earth-616),1.0124451652251796,7.163128832324804,3.1432453845889374,5.743232025733635,4.023014097818375,2.0606519315619765
Dreamstalker (Earth-616),0.776870859523252,1.9990949510868645,3.2300528257249432,7.2093916697048375,1.892528844881733,2.015148415566012
Edward Cobert (Earth-616),3.1689495626160804,4.971628283032718,2.160370197736236,5.958306019518297,0.6855760255274981,1.62028292846413
Edward Whelan (Earth-616),1.6879109037351139,2.9995253900495134,2.5568514838523346,2.1407891742479093,1.1059456247635693,1.8378995202772295
Elektro (Earth-616),3.4101288723934133,5.397376966564353,0.727329828780379,5.386161188053151,3.7372211649955234,2.8245651744665428
Elendil (Earth-616),0.9739711349554803,3.742952806447807,3.281321845777887,2.323693823113183,0.9437664880178281,2.9521896100174727
Francois Lartigue (Earth-616),0.8124027113572798,6.242403995906643,2.981079052035409,7.08294056958384,1.1317020660995054,2.2016061129994555
Frank Bigelow (Earth-616),0.6808477342776195,5.725397038766216,3.0270263118077505,7.38800582784691,5.120145728169232,3.1681104064169348
Frank Simpson (Earth-616),1.363192457792377,3.333914585109303,3.0567022028243382,2.991230887809949,0.8170897392786922,6.093213104965344
Friedrich von Roehm (Earth-616),0.7162527732317703,2.9291681945300576,2.7895279921618057,3.0942544787742237,1.417289979921648,4.061743785834811
Fury (Earth-238),1.0913550703478123,7.371118422698169,5.120367773715351,7.075583872109136,6.161029689845878,5.243664587085619
Garthan Saal (Earth-616),2.156477855278803,6.216605112623425,6.160540834471223,4.785673409260813,4.73306142872014,5.468607878905245
Georges Baptiste (Earth-616),0.9260951932857497,6.395372671835525,2.6490867950982926,7.223768570336289,1.0823541796638907,2.1945001320634696
Godstorm (Earth-616),0.9806540706728011,7.094018674873792,2.9598248567958576,5.954240471791365,6.076000115001378,2.0303411350361267
Gorgilla (Earth-616),1.1071590374248257,3.939030507233857,2.9098884187371374,3.7301353731090265,1.077557403432372,3.1516721954025955
Harold Hogan (Earth-616),1.306346373245576,4.382941492741963,2.0230253171107266,3.3420458569370126,2.844089843742942,4.904560581066888
Hecatomb (Earth-616),1.9453976740719627,0.8274626565472967,4.837877940890383,5.011554905786718,2.4175107489369516,0.9874316433265988
Hi-Vo (Earth-616),1.133705351576635,3.0177080434343373,7.123208099583927,5.615947786197327,6.917901884999949,2.0080765768194424
Ina (Earth-616),0.5465865137423774,1.564855940084473,2.176399529389174,2.1098676331560755,0.985468813624912,2.948139703929685
Infant Terrible (Earth-616),0.9399889314026483,2.0846341621797655,6.842540408152014,2.889262557250144,7.257847869603012,0.7784809552644576
Isaiah Bradley (Earth-616),1.6790760162073697,4.060205330863707,2.0130956895813665,2.888334816003127,0.9910211249023002,3.0721531040515146
It the Living Colossus (Earth-616),2.796395053923102,6.881341430712353,3.0291229753234092,7.1091942355841855,1.4577630282744427,2.2955974179337852
Ivan Kronov (Earth-616),1.6465483924837632,2.487704914943703,1.9638295637889813,2.454908187296729,4.113570213963426,1.924080087588874
John Horton (Earth-616),1.4634945148348297,5.7003135670638265,3.2087809167097134,3.087397935631653,0.902449276843126,3.2046930400417013
Kerberos (Earth-616),1.0973780498475643,2.0941259653440665,2.2539355872775073,2.0201206766290754,1.3390732781947456,1.9201371555138815
Klaatu (Earth-616),1.1267872354071578,7.122193861269511,6.932730812092968,5.714195158390142,7.302268158890323,2.0256663229446983
Krakoa (Earth-616),1.0443084169180348,6.528560754256864,2.3439801312952424,5.6843563405892885,6.333758129445696,0.8224299856799728
Kyle Gibney (Earth-295),1.1203018027686031,2.2398163514314433,2.8986156086344264,2.9963829438510707,0.9026638266239975,4.23062242733141
Living Brain (Earth-616),3.651233755245698,4.857922162461787,4.231853138850732,5.700511407494851,1.0486654864928646,4.022310972691073
Lobo (Johnny Wakely) (Earth-616),0.9012825157769226,2.2169088212647736,1.7807661475395875,2.1345770371843695,1.7717366696541088,1.9280460504827792
Lobo (William Talltrees' 1st) (Earth-616),1.0924893376605262,2.006923146547969,2.2220557970418127,2.1722386037143093,2.3075599454209375,1.9521156848599135
Lobo (William Talltrees' 2nd) (Earth-616),1.0490824477540914,1.8769539461703892,1.7789139479686429,1.8837104874664177,1.7866582878481834,2.165965096928118
Lorenzo Scoggins (Earth-616),1.0857053237386198,5.982120364439061,3.0238036046739714,7.311008880450784,0.822151362493527,2.182849741019975
Malcolm Murphy (Earth-616),1.828308368063078,3.327114814345131,2.4329649013759074,2.073768978085645,1.4546732579058435,2.9713106479678726
Man-oo (Earth-616),0.8818626717971363,3.0656473417178374,1.5986073804799683,3.441416469010337,1.0345395522578977,1.7065864155563673
Marrina Smallwood (Earth-616),2.145308434534207,5.386667748077704,5.308730755643622,4.5838613148291625,3.2601743580513083,3.262025382438617
Max (Punisher's Dog) (Earth-616),1.121958571376772,2.1127341467267318,2.030111220067367,1.8230911374835828,1.2845937765029811,3.442950827265701
Mechano (Earth-616),0.9089861991001009,3.8926941649301727,2.134997291413672,3.2065802284152793,0.8313834816422838,2.3378787022055554
Michael Fleet (Earth-616),0.9333882653424327,6.223126828229012,3.1255530470574966,6.981943750792917,0.8802953129835278,2.2875203609169223
Milos Masaryk (Earth-616),0.7291223608884254,4.100166644742145,3.2297051580821163,3.2427938002820005,3.9214465931160913,3.9193981024483238
Monster Android (Earth-616),1.2045797813848063,5.068731927306891,3.030644113611859,5.884437551403941,4.397292461506539,1.9874702180657673
Mort Graves (Earth-616),0.8648857017191741,1.9805119258310657,2.628526014468264,4.275793668260825,1.792881260850362,1.1039244427888604
Nameless One (Voodoo Lord) (Earth-616),1.0042626593897164,3.8541484409208864,2.2402482450117884,2.7674613991687487,1.1468147744475483,2.12244934523602
Native (Earth-616),0.9060409493673736,3.2105476257544354,2.962701207630049,4.151837448844741,0.8117145486450518,1.8557774441080226
Nimo (Earth-616),1.0956820634216078,2.4984479703306035,1.7134971696382508,2.1063806609574978,1.1510584901931749,2.9376835192581954
Normie (Earth-616),0.9162271636483469,4.058481939248032,3.1087190263624196,3.0349596048939143,0.9368326034063934,2.819901332417443
Omnivore (Earth-616),1.1711612717223885,3.811972046935279,2.136478968986722,6.082548262406212,1.0005018003469828,1.8484843530015085
Paul Cartier (Earth-616),1.0086186669972192,5.763079201537466,3.1590623386069336,6.914491325045115,0.5415193881487721,1.82394648156919
Paul-Philip Ravage (Earth-928),1.6388169839382667,4.098709747431845,2.8705668032101066,4.878551592969089,1.3962703218187786,5.049322070472675
Peter Quinn (Earth-616),1.3498800445628742,1.803944213512925,1.7938617313890992,1.961630927276585,4.086797273006521,2.611002708304758
Phaeder (Earth-616),2.870970910020573,2.293238342401142,1.1746402035778427,1.9936074877069627,0.6641419820539404,0.7684953345096792
Preak (Earth-616),0.9641682866528415,3.8487307573709217,2.3417171091539983,3.2231747240349926,0.8623661465385812,2.058191945835853
Preyy (Earth-616),1.3689728403283268,2.1647516424536954,2.9541512481807577,2.0721514271708563,0.9741587604683719,2.932458215905449
Punisher (Robot),0.3658198979622892,6.831848827240517,5.9432378932967,3.8879290331842986,4.536336716935894,5.0472128362236015
Puppy (Earth-616),0.7544576657811018,3.106671054296391,4.2522013906769285,3.196567823675688,0.8746283675440933,0.8343594596558611
Raymond Bloch (Earth-616),1.0979285994862564,3.073816162371532,2.1942245739572672,2.288206556117978,0.7327722470292215,4.071290058362775
Redwing (Earth-616),1.0210773510850097,2.141749157980036,3.0983373460342065,2.0451528219284367,0.9796115595292283,4.176854498814614
Replica Model X-3 (Earth-616),1.1798207094182094,4.880671402390125,3.0486245072506946,5.9619632529185465,1.9687316279076745,3.1614537743777467
Sassafras (Earth-616),0.8886941763429462,1.7307191996755422,1.9914321029547868,1.8090437013966323,1.0881004620595622,1.1186112101756005
Simon Garth (Earth-616),0.9924617769331016,3.905893640020751,1.0330684026144015,3.9262144094319895,0.6567143963626231,1.021620958457003
Simon Walterson (Earth-97161),2.1260252766980208,2.5216309996202524,4.27011210793234,3.5561121240036755,3.4749709028726525,2.1955503737189184
Sister Nil (Earth-616),1.008074809893153,2.0094960638643116,2.8111743418529214,5.947945757442558,2.4463394570031625,1.9137982236023032
Strider (Earth-616),0.7740132967191872,3.7211330485317555,3.1504669680642143,2.3649016939367025,1.1292335085108538,2.9490943142928012
Sumner Beckwith (Earth-616),0.9701399759201145,5.070625324704946,2.7354606116100486,7.122793986704094,3.2747132528102196,0.9384631161745245
Super-Ego (Earth-616),1.1228647106831655,6.586091809434772,6.886981727934002,6.849281181617602,0.8739489098377424,1.0514015992706862
Theodore Sallis (Earth-616),0.5225026763151138,2.8725625999519826,1.3145836376335351,6.948648356367244,2.3173582608452192,1.3423267574471383
Theodore Sallis (Earth-1610),0.9391668301815044,2.7945579901184305,1.8672992366088397,4.13465175438907,3.2477572674181143,0.915753005485868
Thermal Man (Earth-616),1.1207987896235023,4.39262711217313,1.6893803439182222,5.686334452444771,4.0321893928439945,1.8946128806590399
Tomazooma (Robot) (Earth-616),1.196493591281979,7.044561034936544,1.909554940617478,6.0457109638301,4.437054563175158,0.9633050763200441
Ultimo (Earth-616),1.004173655674477,6.887757429090805,2.7757210321456234,6.985405033769026,3.213329810716654,1.9240019176004617
Uncegila (Earth-616),2.1665563478333607,3.8250986915374803,3.3274173244095526,2.2785199334105632,1.0324318385348714,3.827529352310613
Valinor (Earth-616),1.330428029240328,3.7260066686131217,3.1067944689848863,2.226299399917085,0.9994198300607862,3.0492374875505326
Videoman (Earth-616),0.8646792775260043,4.001523160276649,2.7507687296451198,4.140159208186216,4.0319148814996,2.216113815243057
Vixen (British Crimelord) (Earth-616),2.287809459636276,1.5693911203133375,2.065397530272476,2.205347188972867,0.8001779101987281,1.9118086588957355
Wendigo (British Columbia) (Earth-616),0.9802853090104315,6.37292875634973,3.131311701257288,6.85326269042002,1.0319924841932218,1.7654382586748014
William McLaughlin (Earth-616),1.4719272113115993,4.319816451977172,2.3626946992675926,4.217167927073445,3.5520153276750257,1.4283985831817754
William Taurens (Earth-616),1.553734877830677,4.381137170882606,1.9732954901760311,3.1761322067651636,1.0106851110554704,1.5441621369563125
Wundarr (Earth-616),2.1858893574484575,4.561568791315297,3.4411192487569098,4.713745333593059,3.7040965307471785,2.1667116296173408
Xanth (Earth-81049),1.4247665313471993,6.760886503584617,6.931353171362789,7.36672786869099,5.808961517604056,1.8674930101262839
Yegor Balinov (Earth-616),0.9321792600343943,2.12446064317164,2.080970869673717,2.373519058705168,4.132338580898594,3.1762811221976963
Yeti (Weapon P.R.I.M.E.) (Earth-616),1.0745161993815382,6.265005517743654,2.7931566251470348,6.953990112083296,1.0152560757700957,1.6516002884186214
Zabu (Earth-616),0.8875793151256516,1.5117881447488835,1.8403040379272122,2.858296745149631,0.9043112104534855,3.0886640490565425
Zar (Earth-616),0.9620675637631038,1.5923246143101752,2.332046438491678,3.560483020307104,1.0843546890261067,2.664140908277223
Zzzax (Earth-616),2.5126477198305337,6.121459205760805,2.7915729251648016,6.9383941979857084,5.2127139189432254,0.6391767847206273
A'Sai (Earth-616),1.8959564425492053,1.8961350244614488,2.053988578117434,1.8805512717363435,1.0062148007504745,2.14631733155817
Aaron Chord (Earth-616),1.9142944775606217,2.6973586901657693,3.2095834259132086,2.9261981474685013,0.7740592129958593,6.013220177865246
Aaron Fischer (Earth-616),1.7609970691998162,4.18001647709091,1.994208376055871,3.6939134108233915,1.9366029883793687,4.0699279305265605
Abdul Qamar (Earth-616),1.9111075824007726,2.2257821590176485,2.951178656273571,1.6548498704662695,2.898872772279817,3.112652386165728
Abigail Boylen (Earth-616),2.364083860138222,2.059627035008204,3.2377705536683155,1.8767170400650102,4.10403784451226,3.9637850901434084
Abyss (Cosmic Sorcerer) (Earth-616),2.201970444106093,2.246281045121429,1.8817378487996996,1.5890396048577482,5.895894664432883,1.815359592111731
Achelous (Earth-616),1.9055043229365238,6.045972277956769,3.187463064986344,6.20089431008109,0.8399382111742588,3.8991003071109014
Adolf Impossible (Earth-616),2.3775855226335993,3.2863616226874504,3.96400336149229,5.9356755152794705,0.7401487380503164,0.9454048630017668
Adri Nital (Earth-616),2.1217663702891363,3.975767712474845,3.1837751500762055,3.7796132265406945,1.0154638411117847,2.143337307141076
Adrian Corbo (Earth-616),2.0240941730789697,2.182457891655573,2.0281306709229616,1.974668581358221,1.1393426035324674,3.18927421111433
Aegis (Monster) (Earth-616),2.216341719279602,3.333376690743328,6.657142578837542,6.307171059526381,7.055737235812579,1.9781413192941197
Agent X (Nijo) (Earth-616),1.8099193252514647,1.8928962786878916,1.9869454513692517,3.8290175974271294,0.8957378350859477,6.0671651428883955
Ahmet Abdol (Earth-616),2.3615165451398235,4.697465540622605,1.9525269966340433,5.99198192929763,5.06606979171078,1.520647258084992
Ahura Boltagon (Earth-616),1.7801206112164203,1.9951632845703355,1.805767725826121,2.3298574252223196,6.24384345322554,2.0338911366104977
Ai Apaec (Earth-616),2.130770155633766,4.098914004963522,1.9962384667085151,5.458063442263776,1.2401397488695058,3.8409653603821345
Aiden Gillespie (Earth-616),2.11091573229872,3.9441138535832563,1.7859326881105857,5.888704233632789,0.9822537615004621,3.961721176508475
Aireo (Earth-616),2.2819996616447504,2.0868390220208335,3.1157615663401854,2.025594437587126,4.108955628429292,3.0492355205017874
Alan Fagan (Earth-616),2.1357094108419914,2.071162684208563,2.0616603789819963,2.407690963748218,0.9984383749133033,2.9268164424161274
Alana Jobson (Earth-616),2.001447736677402,3.8503603496079606,2.9451327054580565,3.824042343000235,1.1112458913457106,2.0456543378315186
Alejandra Jones (Earth-616),2.0817550573789303,4.163560443639142,2.7275316165688115,4.97822409942729,4.010676922334997,4.137382830563252
Aleksei Sytsevich (Earth-616),1.9559375063994509,5.694114557768016,2.7199972842038136,5.642492524991237,1.0843285883096516,1.913474163046057
Aleksey Lebedev (Earth-616),1.941299613203942,3.0182941679428534,2.060272122440397,1.9117358721443547,1.1237633984841622,4.096423242700551
Aleta Ogord (Earth-691),3.0148500531977227,2.753516505538159,5.093451099978844,4.116134089710314,3.5114225610919614,4.070195217659791
Alex Wildman (Earth-616),1.7722296195290808,6.189415667903092,3.90306022792542,6.142927938608364,6.135286796292872,3.1124420263980177
Alexander Aaron (Earth-616),1.7206054343334984,2.1545825473163616,2.018566215962962,2.1284578617170475,3.0350078342081144,3.1068965644169735
Alexander Ellis (Earth-616),4.155376573564689,3.742996617523739,3.873681936014406,3.7449721444802155,6.066245137211088,3.905727192260667
Alexander Woolcot (Earth-616),1.9939039025636731,1.129963377190367,2.019530691837947,1.612233576494354,2.97480939346817,1.7742313971522363
Alfonso Lopez (Earth-616),1.5591367150616904,1.9747801888766332,2.2073952707841147,2.035718202134241,2.2546889125849554,5.105267978365281
Alioth (Temporal Limbo),1.903763911843411,6.9065774775825615,4.3347440850392305,7.133185187660509,4.991751774746762,1.8659319688544993
Alisher Sham (Earth-616),2.1619352640505336,2.210417636438602,1.9751787671740775,2.0676985548267752,1.6775087767793009,3.1808869687709054
Alison Blaire (Earth-295),1.9620781684743032,2.209881676527015,1.592731394352252,2.0409805817655196,3.9495930661202494,2.674140121184197
Alison Blaire (Earth-1610),1.6338219406565275,2.038495559780166,2.2167637286062605,1.9699416687211753,3.795836197036388,1.586667880695437
Allan Lewis (Earth-616),1.9879353188117377,2.868613732941946,2.430745900684783,2.3183640273180335,0.7272148415690299,3.9993433821860407
Allen Marc Yuricic (Earth-616),2.068907247177503,2.294205401802631,1.7766639498028813,2.9059261407779795,3.869372559296274,2.135806105959703
Alysande Stuart (Earth-9809),1.9268010216735822,2.5462161104698113,2.2623542357289415,2.9983491991753306,1.1666451652027372,4.754901971006184
Amara Aquilla (Earth-616),2.023823277098983,2.127463831290178,1.7614656079249469,2.7580992198182885,4.818900214737218,2.553086538978077
Ambrose Meek (Earth-616),2.14189331705639,2.0274338849523734,1.7361191289596987,1.693783005092846,2.7502791106960154,2.899075436716381
Amelia Weatherly (Earth-616),2.2759190607719977,1.8082411961299374,2.203208210129505,2.779255338700671,0.8247579483650181,4.273545391278267
American Samurai (Earth-616),1.9491223552361179,2.787339685816591,4.331017172165903,3.95707090604821,0.8348815494432809,4.328389623176769
Amiko Kobayashi (Earth-616),2.029904797731191,2.043357674865224,2.0286492311433686,1.8249725086991238,1.0574358610438843,2.696578307934088
Amphibius (Earth-616),2.134996213887852,1.7295713763077742,3.1946143282590995,2.1788459968031164,0.5128263329627005,1.8516920579287028
Ana Shwartz (Earth-616),2.1062921276027424,3.0925641641487966,2.3635319027514163,2.7438555634216457,3.0437999378605634,3.9946461752304447
Ananastasia Rinaldi (Earth-616),2.2390031688698335,2.315010114481799,1.7494023752630325,1.9977900520507386,0.9063078761070307,2.7973274654653677
Andrea Benton (Earth-616),2.1391300464542566,4.022233685351741,4.594589245805178,5.150258512092525,4.033167274772845,2.66731327679331
Andrea Roarke (Earth-616),2.0735663156438475,1.9566302112347866,3.1967446462950995,3.8763170993641984,4.817710824026828,2.933571428106588
Andrea von Strucker (Clone) (Earth-616),2.2023882913129786,2.014213018634203,1.9937592748545665,2.2340365104616513,5.045241249024434,2.7381379597022906
Andrea von Strucker (Earth-616),1.9520871513025775,2.3267761272042105,1.8686289382683743,2.17771247136952,4.930149692637034,3.0313602792907814
Andreas von Strucker (Earth-616),1.958861821308014,3.2444931277726865,2.05328060409446,2.146990002927792,5.043789185701966,4.931572728388853
Andrew Graves (Earth-616),2.0551424913206473,3.6643134974580094,3.3028400148509935,2.8089517027102313,2.646060948983429,2.9698194912381513
Android Man (Earth-616),1.914977981554634,3.9371064790161667,2.1599455948026445,5.2576507974585365,0.9806885295112321,3.23570593128378
Andromeda Attumasen (Earth-616),1.7984227521014935,3.7923837481066793,2.9551731125000327,3.186211260909904,1.1546272531235695,3.5027064872582963
André Gerard (Earth-616),1.9458140801610115,1.6402566209346212,3.757139671053479,3.014953532623914,2.8823514291804866,1.9416698098477754
Anelle (Earth-616),2.0302435377179586,2.213549072206965,2.2160754251226185,2.0123648169700363,0.8529786310847807,0.8099642095314007
Angel Salvadore (Earth-616),1.737589056525417,1.8072524258736271,2.6047087853187665,1.9645233435788119,3.3805270187664895,2.796291477347003
Angela Cairn (Earth-616),2.1214577627354236,4.006603025131335,3.0174091132130934,3.0359675976747504,3.038782157836383,2.9244013597823786
Angelica Jones (Earth-616),1.9050026556964843,2.063671357657692,3.1720564930438337,2.476747150934851,4.913410839491278,3.0849726442578755
Angelina Brancale (Earth-616),2.207759054152831,5.0334914304126075,2.1850953870277436,5.774847914197586,1.199666633393932,3.0512983725947316
Angelo Espinosa (Earth-616),1.6650815191345758,1.6556792782403051,2.035516542839571,2.8628370796059714,1.1857032511384171,3.2327379813164647
Anna Watson (Earth-616),1.872790993503978,0.9653597267968617,1.9971723324478985,2.001516997569661,0.8907380150221087,1.4912824534672742
Annalee (Earth-616),2.1431835391327665,1.705457789337198,1.6050206030301004,1.6787005177040757,3.9651827435122136,2.0793038718521095
Anne Weying (Earth-616),2.0683639264899183,3.062071022015841,1.7915761854862482,4.065562861704779,0.7496204467034764,2.2690472839295204
Anne-Marie Cortez (Earth-616),1.8772608553455885,1.7878438466355555,2.3140050159626777,2.1152712039306136,2.792758963375052,2.2975611259048074
Anti-Cap (Earth-616),2.3975754352367575,4.116207855708075,2.712206623211048,4.018686990004457,0.965316852296168,5.792144164053712
Antoine Delsoin (Earth-616),2.0739046429483983,1.8854711121541672,2.3521042581840303,1.7386126402369102,5.973440235433406,2.34348799305342
Anton Vanko (Crimson Dynamo) (Earth-616),1.8765428506794868,5.278672630328646,3.1357479630222027,6.076949747030536,2.930719837371087,2.4062806256730855
Antonio Rodriguez (Earth-616),1.6838573397545613,3.9601725545989233,2.1707037727992375,5.803363765175495,1.0884559269345588,2.4884657873093268
Antonio Rojo (Earth-616),2.2862215928634635,2.0161452564376514,2.145305874864775,1.9215343142908214,1.0041114316311837,3.472425286318258
Apache Kid (Rosa) (Earth-616),1.807778310800936,1.99090197992383,1.7447607239230556,2.133744715193554,1.0605642062719818,2.692918636174203
Ape (Old West) (Earth-616),2.118633881186953,2.9029462510829824,1.9710716128116474,3.1005826079998897,0.6676929733798107,3.236962843902901
April Parker (Earth-982),2.0916946635352085,4.275919193319178,3.3328412429448377,5.765452096629414,0.7455821123913753,2.9173900334988807
Arc (Imperial Guard) (Earth-616),2.16816562150161,2.1899600785480366,3.2527388505055836,1.6837881796572436,4.370277243254092,2.884412840553628
Archibald Dyker (Earth-616),2.263197324755564,5.052613680838056,1.9863248386142132,6.130919493485367,0.9638374650596846,4.95882574278752
Ard-Con (Earth-616),1.9678252893591404,6.1953819280878575,2.7896277665311726,5.831126361853819,3.909735073532242,2.9635801618165267
Ardina (Earth-616),1.7628226051395566,6.927838780238481,4.119341888224757,5.922257615033943,6.055703642041756,2.105688683066835
Ares (Earth-616),2.0201406957976316,5.016215745163008,1.9211985450855111,6.222504188294062,1.0312520390918245,7.059099805520694
Aria (Earth-616),2.2238825695089073,1.9283682931502237,2.13959663044033,2.1863086379897774,2.9575915533101806,2.8037263290978736
Ariel Tremmore (Earth-616),2.0130049997548825,2.8227929487985026,1.745374329720119,2.090672320737841,4.543159830550383,3.3436455398031546
Arkady Rossovich (Earth-616),2.1626404890857556,4.065745927881783,2.1052449127999786,3.8776348418878435,2.955954527486377,4.3732614580127525
Arkady Rossovich (Earth-1610),1.6530352331605025,3.968486573378034,3.157597339082875,5.914875687061817,3.2672574686059326,3.8007299391802114
Arkon (Earth-616),2.0397409987674444,5.720285717218921,2.746395080511742,6.010640742073223,1.0969701698303456,5.0988587769550575
Armorer (Earth-616),1.8891889556376678,2.878533736115324,2.127154078196857,4.479788119752,0.972101036290247,4.0038434236165426
Arnold Lundberg (Earth-616),2.062818021654316,1.9276655882470188,2.1026330627324024,2.172904020245492,5.904886492043703,0.8564515929298809
Arthur Centino (Earth-1610),2.184243501879249,3.1192658194107303,1.731342859556009,2.351778339532184,1.2506540108586295,4.09914185283665
Arthur Douglas (Earth-616),2.2219891696752816,5.086315946676372,1.8543381910615229,6.902152186617741,3.485339835456838,3.6839495847873294
Arthur Stacy (Earth-616),2.0569310626774495,2.070333479838617,2.0837663197208145,1.9139008493026106,0.9974642779405086,4.043467718268706
Ashley Barton (Earth-807128),1.8196384911647652,4.235083097373981,3.0201464643433895,3.1000052261229136,1.2511112737455847,2.756255537761758
Ashley Crawford (Earth-616),2.19703336460269,4.8162000371783815,2.378569630547674,4.693259444734624,0.9559044383029599,3.20119215334541
Astra (Imperial Guard) (Earth-616),1.8897020141097625,1.8243530222228652,2.05640471954854,2.772432232171532,0.9075390725208524,2.7486755809862897
Attuma (Earth-616),2.0614374754057163,4.783048099749838,3.1392715867662817,2.960893832239826,0.9332154488401958,4.101030254739462
Ava Ayala (Earth-616),1.759353370530239,4.389647417517888,3.159841338571895,2.8197790232002995,5.228479663396819,6.016997831164788
Avery Connor (Earth-616),1.9649244553837366,3.8800188723768754,3.4076559631683407,4.236864380294578,0.7798448234298588,3.9880882290395245
Awesome Android (Earth-616),2.1266724202497214,5.492338643763843,4.413373290599441,4.5568247677064235,3.9503418454965096,4.412777223233473
